title,href,date,city,theatre,price,type,subclass,status
2025 好好星球演出活动,https://detail.damai.cn/item.htm?id=931070790789,2025.06.21 周六 19:00,苏州,LIVERSE音宇宙,188-388,演唱会,livehouse,售票中
大船文化 ·《哈利·波特与火焰杯™》交响视听音乐会,https://detail.damai.cn/item.htm?id=926728242601,2025.08.09-08.10,上海,交通银行前滩31演艺中心 · 大剧场,97-943,音乐会,其他,售票中
2025 LEE DO HYUN FANMEETING [Re ▶ DO HYUN] in HONG KONG,https://detail.damai.cn/item.htm?id=934362154038,2025.07.26 周六 18:00,中国香港,"安盛創夢館, Go Park AXA Dreamland, Go Park",988-1588,演唱会,其他,售票中
艺术与潮流 遇见EVA,https://detail.damai.cn/item.htm?id=932260296959,2025.06.13-08.31,北京,西单大悦城:艺术与潮流·遇见EVA,69-179,展览休闲,展会,售票中
黄绮珊“晚霞不晚”巡回演唱会-广州站,https://detail.damai.cn/item.htm?id=920575737765,2025.07.19 周六 19:30,广州,广州亚运城综合体育馆,180-980,演唱会,其他,售票中
M2M-The Better endings Tour 窈窕美眉-更好的结局巡演上海站,https://detail.damai.cn/item.htm?id=923386660581,2025.06.27 周五 20:00,上海,国家会展中心(上海)虹馆EH,380-1680,演唱会,其他,售票中
开心麻花重返青春爆笑大戏《我的妈呀》,https://detail.damai.cn/item.htm?id=924281741641,2025.06.12-06.22,北京,地质礼堂剧场,80-1080,话剧歌剧,话剧,售票中
张叶蕾2025还是分开巡回演唱会-郑州站 （特邀嘉宾贾翼腾、张紫豪）,https://detail.damai.cn/item.htm?id=922637582928,2025.06.14 周六 19:30,郑州,郑州大剧院 歌舞剧场,180-672,演唱会,其他,售票中
盛宇《从前以后》2025巡演-厦门站,https://detail.damai.cn/item.htm?id=933496317113,2025.06.13 周五 20:00,厦门,福馆Full House厦门,280-320,演唱会,livehouse,售票中
旅行团乐队20周年特别呈现「下一站」2025巡回演唱会-深圳站,https://detail.damai.cn/item.htm?id=919634755807,2025.07.05 周六 19:30,深圳,"深圳湾体育中心""春茧""体育馆",380-680,演唱会,其他,售票中
中文原创音乐剧《白夜行》,https://detail.damai.cn/item.htm?id=926380273492,2025.08.22-08.24,上海,美琪大戏院,280-980,话剧歌剧,音乐剧,售票中
倒带2004·青春园游演唱会——一键回到华语乐坛黄金年代（西安站）,https://detail.damai.cn/item.htm?id=928542689991,2025.08.09 周六 20:00,西安,西演SPACE·光圈CLUB,98-380,演唱会,其他,售票中
MY FIRST STORY ASIA TOUR 2025 at Shanghai,https://detail.damai.cn/item.htm?id=922387467990,2025.08.02 周六 19:30,上海,国家会展中心(上海)虹馆EH,480-1280,演唱会,其他,售票中
上海歌舞团舞剧《永不消逝的电波》2025世界舞蹈剧场,https://detail.damai.cn/item.htm?id=927929130456,2025.11.28-11.30,南京,江苏大剧院-歌剧厅,80-880,话剧歌剧,音乐剧,售票中
M2M - The Better Endings Tour 窈窕美眉 - 更好的结局巡演-广州站,https://detail.damai.cn/item.htm?id=930519640045,2025.07.04 周五 20:00,广州,宝能广州国际体育演艺中心,380-1680,演唱会,其他,售票中
女性超燃觉醒音乐剧《她对此感到厌烦》武汉站,https://detail.damai.cn/item.htm?id=928560321462,2025.11.28-11.29,武汉,湖北剧院,180-580,话剧歌剧,音乐剧,售票中
黄旭「荣耀我的疤」2025巡演·济南站,https://detail.damai.cn/item.htm?id=929699615254,2025.07.05 周六 20:00,济南,Modernsky Lab 济南,10-468,演唱会,livehouse,售票中
黄旭「荣耀我的疤」2025全国巡演·上海站（嘉宾：Top Barry、SHarK米尔艾力）,https://detail.damai.cn/item.htm?id=926175929030,2025.06.14 周六 20:00,上海,MODERN SKY LAB上海,10-468,演唱会,livehouse,售票中
山海之声音乐节,https://detail.damai.cn/item.htm?id=919134413972,2025.06.22 周日 13:00,湘潭,漫湖营地,199-459,演唱会,音乐节,售票中
Alan Walker 2025 Live in Macau,https://detail.damai.cn/item.htm?id=922605565202,2025.06.15 周日 20:00,中国澳门,澳门户外表演区,450-1350,演唱会,其他,售票中
2025广州美术学院毕业季﹒研究生毕业作品展,https://detail.damai.cn/item.htm?id=923779640226,2025.06.12-06.27,广州,广州美术学院美术馆(昌岗校区),10,展览休闲,展会,售票中
于贞 2025「PINK」巡演（深圳站）,https://detail.damai.cn/item.htm?id=926902117968,2025.07.13 周日 20:00,深圳,NUBOND AIR,249-439,演唱会,livehouse,售票中
2025伊力王酒林丹杯羽毛球公开赛(乌鲁木齐站),https://detail.damai.cn/item.htm?id=926360943650,2025.06.13-06.15,乌鲁木齐,乌鲁木齐二宫体育馆,60-380,体育,球类运动,售票中
日本唱作歌手R!N（别名Gemie）2025巡演上海站,https://detail.damai.cn/item.htm?id=927871602003,2025.07.11 周五 20:00,上海,久事·上海商城剧院,180-680,演唱会,其他,售票中
于贞 2025「PINK」巡演（厦门站）,https://detail.damai.cn/item.htm?id=932630474544,2025.09.13 周六 20:00,厦门,厦门WOKESHOW星巢沃克秀,249-439,演唱会,livehouse,售票中
黄旭「荣耀我的疤」2025全国巡演·南京站（嘉宾：JONY J ）,https://detail.damai.cn/item.htm?id=926159993735,2025.06.13 周五 20:00,南京,1701 Live House Max,10-468,演唱会,livehouse,售票中
2025艺尚音乐节·Mr.Miss 「日落之前」大型户外限定专场,https://detail.damai.cn/item.htm?id=920952193603,2025.07.06 周日 19:30,杭州,杭州临平大剧院-空中舞台,188-368,演唱会,音乐节,售票中
夏川里美2025巡演 苏州演唱会,https://detail.damai.cn/item.htm?id=935041554327,2025.09.12 周五 19:30,苏州,苏州文化艺术中心-大剧院,280-880,演唱会,其他,售票中
于贞 2025「PINK」巡演（南京站）,https://detail.damai.cn/item.htm?id=926899897050,2025.06.21 周六 20:00,南京,1701 Live House Max,249-439,演唱会,livehouse,售票中
可可托海的牧羊人·王琪2025个人巡回演唱会—大连站,https://detail.damai.cn/item.htm?id=934646299294,2025.08.02 周六 19:00,大连,大连大剧院,180-680,演唱会,其他,售票中
JBcob林泽贤「Hello」巡演 广州站,https://detail.damai.cn/item.htm?id=934395418334,2025.07.04 周五 19:30,广州,广州疆进酒·OMNI SPACE(1号馆),150-280,音乐会,其他,售票中
2025 刘谦• LIVE上海站,https://detail.damai.cn/item.htm?id=920310934561,2025.06.14-06.15,上海,纪希片场3号馆,380-1680,曲苑杂坛,其他,售票中
张蔷x地风火乐队「Super Disco」联合专场-上海站,https://detail.damai.cn/item.htm?id=929078799619,2025.06.24 周二 19:30,上海,回响之地 Music Park,298-368,演唱会,livehouse,售票中
张蔷x地风火乐队「Super Disco」联合专场-北京站,https://detail.damai.cn/item.htm?id=929486342055,2025.06.26 周四 19:30,北京,星光2号厅,298-368,演唱会,livehouse,售票中
2025韦礼安「如果可以，我想和你明天再见again」-南京站,https://detail.damai.cn/item.htm?id=915854299123,2025.06.14 周六 19:30,南京,江苏省五台山体育中心双沟珍宝坊体育馆,380-980,演唱会,其他,售票中
开心麻花重返青春爆笑大戏《我的妈呀》,https://detail.damai.cn/item.htm?id=931064831356,2025.07.30 周三 19:30,烟台,烟台大剧院,80-580,话剧歌剧,话剧,售票中
开心麻花惊怂爆笑大戏《出马》,https://detail.damai.cn/item.htm?id=905057676950,2025.06.13-08.17,北京,海淀剧院,80-1080,话剧歌剧,话剧,售票中
夏川里美2025演唱会—北京纪念专场,https://detail.damai.cn/item.htm?id=922955969215,2025.07.11 周五 19:30,北京,世纪剧院,280-880,演唱会,其他,售票中
正版授权米二作品改编大型音乐剧《一人之下》,https://detail.damai.cn/item.htm?id=932733324359,2025.07.19-07.20,杭州,杭州临平大剧院,180-680,话剧歌剧,音乐剧,售票中
叶蓓「听说独写」演唱会,https://detail.damai.cn/item.htm?id=933588304753,2025.06.29 周日 19:30,苏州,阳澄国际电竞馆(阳澄文体中心),280-1380,演唱会,其他,售票中
但丁巨著·意大利音乐剧《神曲》,https://detail.damai.cn/item.htm?id=929107255656,2025.09.11-09.13,上海,上海大剧院-大剧场,180-1666,话剧歌剧,音乐剧,售票中
舞剧《永不消逝的电波》,https://detail.damai.cn/item.htm?id=932663209097,2025.11.07-11.09,宁波,宁波文化广场大剧院,180-880,话剧歌剧,音乐剧,售票中
Jake Miller Balance Tour 2025上海站,https://detail.damai.cn/item.htm?id=926736080918,2025.09.12 周五 20:00,上海,蜚声上海PHASE LIVE HOUSE SHANGHAI,298-688,演唱会,livehouse,售票中
2025MC法老「生于未来」巡回演唱会——南京站,https://detail.damai.cn/item.htm?id=908742621248,2025.06.14 周六 19:00,南京,梦之蓝青奥体育公园体育馆,377-1177,演唱会,其他,售票中
开心麻花钢琴LIVE音乐剧《致命旋律》,https://detail.damai.cn/item.htm?id=922287379940,2025.06.12-06.29,北京,开心麻花A66剧场(望京·花花世界店),180-480,话剧歌剧,音乐剧,售票中
舞剧《永不消逝的电波》,https://detail.damai.cn/item.htm?id=931117222691,2025.08.28-08.31,上海,美琪大戏院,180-880,话剧歌剧,音乐剧,售票中
GO FOR YOU傅菁演唱会——北京站,https://detail.damai.cn/item.htm?id=916677948797,2025.06.28 周六 19:00,北京,奥体中心体育馆,380-880,演唱会,其他,售票中
黄旭「荣耀我的疤」2025全国巡演·杭州站（嘉宾：BrAnTB 白景屹）,https://detail.damai.cn/item.htm?id=925241435390,2025.06.20 周五 20:00,杭州,CH8 Livehouse(杭州小河店),10-468,演唱会,livehouse,售票中
开心麻花爆笑奇谈大戏《开心聊斋·三生PLUS》,https://detail.damai.cn/item.htm?id=927526610089,2025.07.10-07.20,上海,虹桥艺术中心,100-880,话剧歌剧,话剧,售票中
2025小沈阳“你们的”巡回演唱会-呼和浩特站,https://detail.damai.cn/item.htm?id=909123335245,2025.06.28 周六 20:00,呼和浩特,呼和浩特体育场,280-880,演唱会,其他,售票中
张碧晨「爱的史诗」2025交响限定演唱会香港站,https://detail.damai.cn/item.htm?id=911658181441,2025.06.28 周六 20:00,中国香港,亚洲国际博览馆 Arena,480-1380,演唱会,其他,售票中
2025广州艺术季 舞台剧《两京十五日》2022版,https://detail.damai.cn/item.htm?id=934573428983,2025.07.29-07.30,广州,广州大剧院歌剧厅,180-680,话剧歌剧,话剧,售票中
MULASAKEE2025巡演 武汉站,https://detail.damai.cn/item.htm?id=927480014971,2025.06.13 周五 20:00,武汉,不晚INtime 403店,298-398,演唱会,livehouse,售票中
【永垂史册的悬疑宇宙巅峰】音乐剧《嫌疑人X的献身》【缪时客出品】,https://detail.damai.cn/item.htm?id=922372879839,2025.06.26-06.29,北京,天桥艺术中心-大剧场,180-880,话剧歌剧,音乐剧,售票中
于贞 2025「PINK」巡演（广州站）,https://detail.damai.cn/item.htm?id=925981595916,2025.07.11 周五 20:00,广州,MAO Livehouse广州中大店(一号馆),249-439,演唱会,livehouse,售票中
KPOPFM长沙站「夏日特辑」｜千人KPOP音乐节｜酒水畅饮,https://detail.damai.cn/item.htm?id=924515708955,2025.06.27 周五 20:00,长沙,MAO Livehouse长沙(沙湾店),88-188,演唱会,音乐节,售票中
“黄鹤楼酒”黄石东楚群星演唱会第二季,https://detail.damai.cn/item.htm?id=923390249397,2025.06.15 周日 19:00,黄石,黄石奥体中心体育场,99-999,演唱会,其他,售票中
【上海站】首创沉浸式戏中戏《戏命珍珠》爆笑｜悬疑｜私欲｜野心｜谎言｜善恶｜炸裂开演,https://detail.damai.cn/item.htm?id=923734771897,2025.06.12-06.30,上海,adult SODA大人汽水.赛博朋克沉浸式剧场,199-988,话剧歌剧,话剧,售票中
2025申城决综合格斗冠军赛,https://detail.damai.cn/item.htm?id=930679599858,2025.06.29 周日 18:30,上海,黄浦市民健身中心,80-870,体育,其他,售票中
2025嘉亿欣·DUO音乐节｜大连,https://detail.damai.cn/item.htm?id=908829933131,2025.06.14-06.15,大连,大连市东港音乐喷泉广场,299-459,演唱会,音乐节,售票中
开心麻花西部沉浸式互动喜剧《婚礼大镖客》,https://detail.damai.cn/item.htm?id=920421007240,2025.06.13-07.13,北京,M剧场(东方梅地亚中心B座店),100-480,话剧歌剧,话剧,售票中
开心麻花惊怂爆笑大戏《出马》大连站,https://detail.damai.cn/item.htm?id=925436739389,2025.06.27-06.28,大连,大连大剧院,80-1408,话剧歌剧,话剧,售票中
《爱·永恒》理查德·克莱德曼钢琴音乐会-上海站,https://detail.damai.cn/item.htm?id=926335246272,2026.01.01 周四 19:30,上海,浦发银行东方体育中心,280-1280,音乐会,其他,售票中
step.jad依加「Nightstep夜奔！」2025巡演长沙站,https://detail.damai.cn/item.htm?id=927136175947,2025.08.09 周六 20:00,长沙,达丰空间,288-388,演唱会,livehouse,售票中
7.11「KPOPBOOM杭州站2.0」BLACKPINK专场千人音乐节,https://detail.damai.cn/item.htm?id=917742727997,2025.07.11 周五 20:00,杭州,MAO Livehouse杭州,88-188,演唱会,音乐节,售票中
KPOPFM深圳站「夏日特辑」｜千人KPOP音乐节｜酒水畅饮,https://detail.damai.cn/item.htm?id=936037557894,2025.07.18 周五 20:00,深圳,MAO Livehouse深圳(海上世界),88-188,演唱会,音乐节,售票中
6.27「KPOPBOOM深圳站2.0」BLACKPINK专场千人音乐节,https://detail.damai.cn/item.htm?id=917767335668,2025.06.27 周五 20:00,深圳,MAO Livehouse深圳(海上世界),88-188,演唱会,音乐节,售票中
四海福临2025德云社张九南·高九成相声专场-郑州站,https://detail.damai.cn/item.htm?id=927383740423,2025.07.13 周日 19:30,郑州,河南省人民会堂,99-699,曲苑杂坛,其他,售票中
《四海福临2025德云社张鹤伦 郎鹤炎相声专场演出-深圳站》,https://detail.damai.cn/item.htm?id=930128781853,2025.07.04 周五 19:30,深圳,深圳保利剧院,280-1280,曲苑杂坛,其他,售票中
杨和苏《理想国》巡回演唱会-成都站,https://detail.damai.cn/item.htm?id=915548568741,2025.06.21 周六 19:00,成都,五粮液文化体育中心综合体育馆,398-998,演唱会,其他,售票中
大塚紗英 oneman Live in 上海,https://detail.damai.cn/item.htm?id=933999566904,2025.06.28 周六,上海,THE BOXX城市乐园,420-680,演唱会,livehouse,售票中
袁娅维「月亮撒野 2.0」2025巡回演唱会-成都站,https://detail.damai.cn/item.htm?id=908037723811,2025.06.14 周六 19:00,成都,成都金融城演艺中心,380-1080,演唱会,其他,售票中
黄旭「荣耀我的疤」2025巡演·成都站,https://detail.damai.cn/item.htm?id=931093948500,2025.07.20 周日 20:00,成都,福馆 Full House成都,10-468,演唱会,livehouse,售票中
徐俊戏剧作品 原创音乐剧《赵氏孤儿》,https://detail.damai.cn/item.htm?id=923332776035,2025.08.22-08.24,北京,保利剧院,180-1280,话剧歌剧,音乐剧,售票中
永彬Ryan.B「歌火人不火」2025巡演 北京站,https://detail.damai.cn/item.htm?id=928856082649,2025.08.23 周六 20:00,北京,SILO LIVE 开花豆声音仓库,159-388,演唱会,livehouse,售票中
廖俊涛2025「去他们的世界」巡演-长沙站,https://detail.damai.cn/item.htm?id=931028516064,2025.07.19 周六 19:00,长沙,易度时光展演中心,320-520,演唱会,livehouse,售票中
中国国家话剧院演出 话剧《铁流东进》,https://detail.damai.cn/item.htm?id=926022647651,2025.06.25-07.01,北京,国家话剧院-剧场,50-380,话剧歌剧,话剧,售票中
【大笑喜剧】三里屯脱口秀爆笑解压专场|周一至周日|吐槽爆笑大会|开心互动|即兴喜剧之夜精品秀,https://detail.damai.cn/item.htm?id=918083805020,2025.06.12-07.06,北京,大笑脱口秀俱乐部-三里屯店,60-360,曲苑杂坛,其他,售票中
2025赖声川导演作品 话剧《暗恋桃花源》专属版 昆明站,https://detail.damai.cn/item.htm?id=930108558043,2025.06.27-06.28,昆明,云南海埂会堂,162-1056,话剧歌剧,话剧,售票中
2025张韶涵「觅光」世界巡回演唱会-烟台站,https://detail.damai.cn/item.htm?id=902145667951,2025.06.14 周六 19:30,烟台,烟台体育公园体育场,380-1380,演唱会,其他,售票中
乌兰图雅“花开四季”沈阳演唱会,https://detail.damai.cn/item.htm?id=921091399227,2025.11.15 周六 19:30,沈阳,辽宁中华剧场,180-980,音乐会,其他,售票中
开心麻花首部惊悚爆笑戏剧《开心聊斋·三生沉浸版》大连站,https://detail.damai.cn/item.htm?id=931087672417,2025.06.20-06.29,大连,开心麻花俄街剧场,168-480,话剧歌剧,话剧,售票中
话剧《无人生还》,https://detail.damai.cn/item.htm?id=934381006214,2025.08.29-08.30,深圳,深圳保利剧院,280-680,话剧歌剧,话剧,售票中
2025年国青男篮国际挑战赛,https://detail.damai.cn/item.htm?id=928011537786,2025.06.13-06.15,衢州,衢江区文体健康产业园-体育馆,88-288,体育,球类运动,售票中
